t,Ixx,Ixy,Ixz,Iyx,Iyy,Iyz,Izx,Izy,Izz
1.17e+00,    6.925326636252864e+44,    7.634953966563697e+35,   -8.953720716728188e+35,    7.634953966563697e+35,    6.925326792812153e+44,    7.212150929327062e+35,   -8.953720716728188e+35,    7.212150929327062e+35,    6.722710571660833e+44
1.18e+00,    6.903930003508942e+44,    7.152337972936033e+35,   -9.178067958318520e+35,    7.152337972936033e+35,    6.903930159480767e+44,    7.269472029515209e+35,   -9.178067958318520e+35,    7.269472029515209e+35,    6.702609178785962e+44
1.19e+00,    6.882955614560774e+44,    7.535764691372364e+35,   -8.825875418499196e+35,    7.535764691372364e+35,    6.882955770662864e+44,    7.168220689976547e+35,   -8.825875418499196e+35,    7.168220689976547e+35,    6.682901381047927e+44
1.20e+00,    6.862402887607912e+44,    7.247638211894393e+35,   -8.853387288194842e+35,    7.247638211894393e+35,    6.862403043558134e+44,    7.457600304242541e+35,   -8.853387288194842e+35,    7.457600304242541e+35,    6.663588063432138e+44
1.21e+00,    6.842227317299343e+44,    7.090477708634221e+35,   -8.343971672462751e+35,    7.090477708634221e+35,    6.842227472941743e+44,    6.879569565426476e+35,   -8.343971672462751e+35,    6.879569565426476e+35,    6.644628351801698e+44
1.22e+00,    6.822524967037998e+44,    6.450760802234367e+35,   -8.126085066221971e+35,    6.450760802234367e+35,    6.822525122675643e+44,    6.300516281763797e+35,   -8.126085066221971e+35,    6.300516281763797e+35,    6.626113185310835e+44
1.23e+00,    6.803298494399582e+44,    6.608278637381310e+35,   -7.750979326454279e+35,    6.608278637381310e+35,    6.803298649978566e+44,    6.580122683382289e+35,   -7.750979326454279e+35,    6.580122683382289e+35,    6.608045548900789e+44
1.24e+00,    6.784462534064544e+44,    6.703798159396416e+35,   -7.471770672987514e+35,    6.703798159396416e+35,    6.784462689428243e+44,    6.722397020802252e+35,   -7.471770672987514e+35,    6.722397020802252e+35,    6.590345606444769e+44
1.25e+00,    6.766068105393828e+44,    6.454272265545128e+35,   -7.477511777785494e+35,    6.454272265545128e+35,    6.766068260688942e+44,    6.925980412328524e+35,   -7.477511777785494e+35,    6.925980412328524e+35,    6.573061437690082e+44
1.26e+00,    6.748163783334796e+44,    6.218743198788272e+35,   -7.528502618593497e+35,    6.218743198788272e+35,    6.748163938660346e+44,    6.806815413313915e+35,   -7.528502618593497e+35,    6.806815413313915e+35,    6.556238778639128e+44
1.27e+00,    6.730668205743083e+44,    5.982580411867212e+35,   -7.480078248810773e+35,    5.982580411867212e+35,    6.730668361651038e+44,    6.683380570028776e+35,   -7.480078248810773e+35,    6.683380570028776e+35,    6.539801060908273e+44
1.28e+00,    6.713629930507779e+44,    6.226448121899700e+35,   -7.451787867289484e+35,    6.226448121899700e+35,    6.713630084872914e+44,    6.207610856717842e+35,   -7.451787867289484e+35,    6.207610856717842e+35,    6.523793825052025e+44
1.29e+00,    6.697053119557550e+44,    6.130431273914618e+35,   -6.887095267060491e+35,    6.130431273914618e+35,    6.697053273081092e+44,    6.243343250107290e+35,   -6.887095267060491e+35,    6.243343250107290e+35,    6.508220628629818e+44
1.30e+00,    6.680901097496170e+44,    5.817448366942742e+35,   -7.191263920137122e+35,    5.817448366942742e+35,    6.680901251523240e+44,    7.168068028744747e+35,   -7.191263920137122e+35,    7.168068028744747e+35,    6.493046549696584e+44
1.31e+00,    6.665217958964209e+44,    5.527885236965501e+35,   -7.030738668027763e+35,    5.527885236965501e+35,    6.665218113356398e+44,    6.226950357253561e+35,   -7.030738668027763e+35,    6.226950357253561e+35,    6.478312414413019e+44
1.32e+00,    6.649928203828921e+44,    5.297120726348264e+35,   -6.839137846836020e+35,    5.297120726348264e+35,    6.649928357569323e+44,    6.342788251312986e+35,   -6.839137846836020e+35,    6.342788251312986e+35,    6.463946453947725e+44
1.33e+00,    6.635112598772856e+44,    5.453900721000133e+35,   -6.660356933553312e+35,    5.453900721000133e+35,    6.635112753568541e+44,    6.596989223349635e+35,   -6.660356933553312e+35,    6.596989223349635e+35,    6.450023712515606e+44
1.34e+00,    6.620733873182578e+44,    5.070013414588426e+35,   -6.863620817866638e+35,    5.070013414588426e+35,    6.620734026644347e+44,    6.001931632347446e+35,   -6.863620817866638e+35,    6.001931632347446e+35,    6.436508267666749e+44
1.35e+00,    6.606757190158192e+44,    4.921398791604690e+35,   -6.453850435114806e+35,    4.921398791604690e+35,    6.606757343792353e+44,    6.286654745321223e+35,   -6.453850435114806e+35,    6.286654745321223e+35,    6.423366341089230e+44
1.36e+00,    6.593222028456336e+44,    5.360061289564742e+35,   -5.970245011289510e+35,    5.360061289564742e+35,    6.593222182326824e+44,    6.241671013185403e+35,   -5.970245011289510e+35,    6.241671013185403e+35,    6.410633962821145e+44
1.37e+00,    6.580096447081144e+44,    4.853925508667821e+35,   -6.339222848789368e+35,    4.853925508667821e+35,    6.580096600278854e+44,    6.058479210324126e+35,   -6.339222848789368e+35,    6.058479210324126e+35,    6.398279899611661e+44
1.38e+00,    6.567381361185639e+44,    4.666900509447776e+35,   -6.171939403268515e+35,    4.666900509447776e+35,    6.567381515409506e+44,    6.108723053409196e+35,   -6.171939403268515e+35,    6.108723053409196e+35,    6.386303742107110e+44
1.39e+00,    6.555109148581622e+44,    4.984816716671249e+35,   -5.994292638305890e+35,    4.984816716671249e+35,    6.555109301887353e+44,    6.158340460424086e+35,   -5.994292638305890e+35,    6.158340460424086e+35,    6.374734556186705e+44
1.40e+00,    6.543185748725248e+44,    4.924686318844129e+35,   -6.216988383487023e+35,    4.924686318844129e+35,    6.543185901975653e+44,    5.779395432650884e+35,   -6.216988383487023e+35,    5.779395432650884e+35,    6.363482006673053e+44
1.41e+00,    6.531676280317322e+44,    4.272739233759747e+35,   -5.650663500410468e+35,    4.272739233759747e+35,    6.531676434020296e+44,    5.766366474245881e+35,   -5.650663500410468e+35,    5.766366474245881e+35,    6.352605817649060e+44
1.42e+00,    6.520546940839851e+44,    4.624789145174360e+35,   -6.137044772716412e+35,    4.624789145174360e+35,    6.520547093725023e+44,    5.774612839896604e+35,   -6.137044772716412e+35,    5.774612839896604e+35,    6.342072383518358e+44
1.43e+00,    6.509796777891901e+44,    4.327935396945774e+35,   -6.136892513883393e+35,    4.327935396945774e+35,    6.509796931861524e+44,    5.904306061778241e+35,   -6.136892513883393e+35,    5.904306061778241e+35,    6.331879023877605e+44
1.44e+00,    6.499427182233245e+44,    3.983283585869316e+35,   -5.691807982692315e+35,    3.983283585869316e+35,    6.499427336143180e+44,    5.734014572583096e+35,   -5.691807982692315e+35,    5.734014572583096e+35,    6.322025387078857e+44
1.45e+00,    6.489406736848311e+44,    4.203564945987126e+35,   -5.717553709924743e+35,    4.203564945987126e+35,    6.489406889358860e+44,    5.758508810388764e+35,   -5.717553709924743e+35,    5.758508810388764e+35,    6.312480094745512e+44
1.46e+00,    6.479732166748788e+44,    4.247846408487226e+35,   -5.447915526815418e+35,    4.247846408487226e+35,    6.479732320277485e+44,    5.736660457392611e+35,   -5.447915526815418e+35,    5.736660457392611e+35,    6.303238535676197e+44
1.47e+00,    6.470399283617822e+44,    3.697112599689405e+35,   -5.477833118816389e+35,    3.697112599689405e+35,    6.470399436728628e+44,    5.416515339483400e+35,   -5.477833118816389e+35,    5.416515339483400e+35,    6.294295380512717e+44
1.48e+00,    6.461403607519354e+44,    3.370510039753008e+35,   -5.279524399449957e+35,    3.370510039753008e+35,    6.461403761720765e+44,    5.842549833514818e+35,   -5.279524399449957e+35,    5.842549833514818e+35,    6.285645079181327e+44
1.49e+00,    6.452720548854742e+44,    3.739342152454950e+35,   -4.988370607406427e+35,    3.739342152454950e+35,    6.452720701734638e+44,    5.578801371486852e+35,   -4.988370607406427e+35,    5.578801371486852e+35,    6.277262613023984e+44
1.50e+00,    6.444368865798935e+44,    3.876724097477481e+35,   -5.275092364341331e+35,    3.876724097477481e+35,    6.444369018981392e+44,    5.412137487424958e+35,   -5.275092364341331e+35,    5.412137487424958e+35,    6.269164801512351e+44
1.51e+00,    6.436297685434996e+44,    3.902601096178883e+35,   -5.148866150202236e+35,    3.902601096178883e+35,    6.436297838452364e+44,    5.935271707583934e+35,   -5.148866150202236e+35,    5.935271707583934e+35,    6.261300851504853e+44
1.52e+00,    6.428543745471213e+44,    3.502786664420038e+35,   -4.908373090809658e+35,    3.502786664420038e+35,    6.428543898043790e+44,    5.186486637746100e+35,   -4.908373090809658e+35,    5.186486637746100e+35,    6.253705024249227e+44
1.53e+00,    6.421057821817211e+44,    3.981874468814121e+35,   -4.979167024700694e+35,    3.981874468814121e+35,    6.421057974287693e+44,    5.718658406097259e+35,   -4.979167024700694e+35,    5.718658406097259e+35,    6.246327568289488e+44
1.54e+00,    6.413852734989813e+44,    4.421442570362946e+35,   -5.029913098774558e+35,    4.421442570362946e+35,    6.413852887431180e+44,    5.471884793322298e+35,   -5.029913098774558e+35,    5.471884793322298e+35,    6.239179415630656e+44
1.55e+00,    6.406901199156660e+44,    3.433370864019433e+35,   -5.131880303376139e+35,    3.433370864019433e+35,    6.406901351623193e+44,    5.235822202010658e+35,   -5.131880303376139e+35,    5.235822202010658e+35,    6.232231988279175e+44
1.56e+00,    6.400195489205989e+44,    3.571374150034386e+35,   -5.040866922474350e+35,    3.571374150034386e+35,    6.400195641467273e+44,    5.226197212644154e+35,   -5.040866922474350e+35,    5.226197212644154e+35,    6.225476026379235e+44
1.57e+00,    6.393727053953954e+44,    3.580923680966392e+35,   -5.150098728508618e+35,    3.580923680966392e+35,    6.393727206830328e+44,    5.365172862221491e+35,   -5.150098728508618e+35,    5.365172862221491e+35,    6.218901675817420e+44
1.58e+00,    6.387486680874689e+44,    3.449785588726710e+35,   -4.945931488506882e+35,    3.449785588726710e+35,    6.387486832745368e+44,    5.553286612074064e+35,   -4.945931488506882e+35,    5.553286612074064e+35,    6.212498717615699e+44
1.59e+00,    6.381449210690967e+44,    3.233326584160506e+35,   -5.124110855222385e+35,    3.233326584160506e+35,    6.381449363366837e+44,    5.638963763148231e+35,   -5.124110855222385e+35,    5.638963763148231e+35,    6.206240595324115e+44
1.60e+00,    6.375620814981488e+44,    3.079774107714278e+35,   -5.106594095508674e+35,    3.079774107714278e+35,    6.375620966805616e+44,    5.614385080056648e+35,   -5.106594095508674e+35,    5.614385080056648e+35,    6.200133430450622e+44
1.61e+00,    6.369976615220022e+44,    3.076923772170331e+35,   -4.954989964135706e+35,    3.076923772170331e+35,    6.369976767730077e+44,    5.700635923215218e+35,   -4.954989964135706e+35,    5.700635923215218e+35,    6.194151294141152e+44
1.62e+00,    6.364521677888747e+44,    3.292411321328373e+35,   -5.130235793469403e+35,    3.292411321328373e+35,    6.364521830178053e+44,    5.686359154951335e+35,   -5.130235793469403e+35,    5.686359154951335e+35,    6.188300197310912e+44
1.63e+00,    6.359218182457583e+44,    3.363262583811562e+35,   -4.770555336535438e+35,    3.363262583811562e+35,    6.359218334884645e+44,    5.292334575267143e+35,   -4.770555336535438e+35,    5.292334575267143e+35,    6.182540472954542e+44
1.64e+00,    6.354069683872090e+44,    3.043131223414512e+35,   -4.658488786067391e+35,    3.043131223414512e+35,    6.354069836017951e+44,    5.512652790739744e+35,   -4.658488786067391e+35,    5.512652790739744e+35,    6.176877102500347e+44
1.65e+00,    6.349053087789742e+44,    3.464033474047311e+35,   -4.583035148302843e+35,    3.464033474047311e+35,    6.349053239774709e+44,    5.684347223292857e+35,   -4.583035148302843e+35,    5.684347223292857e+35,    6.171286275735648e+44
1.66e+00,    6.344170334702865e+44,    3.348330370726073e+35,   -4.281630634841905e+35,    3.348330370726073e+35,    6.344170485682719e+44,    5.504082187930529e+35,   -4.281630634841905e+35,    5.504082187930529e+35,    6.165772282668434e+44
1.67e+00,    6.339398784099245e+44,    3.362268571763427e+35,   -4.969947654298771e+35,    3.362268571763427e+35,    6.339398935502278e+44,    4.935145401992210e+35,   -4.969947654298771e+35,    4.935145401992210e+35,    6.160312168325251e+44
1.68e+00,    6.334739330308851e+44,    3.425011487764279e+35,   -4.526334490473052e+35,    3.425011487764279e+35,    6.334739481102313e+44,    5.570545803282223e+35,   -4.526334490473052e+35,    5.570545803282223e+35,    6.154910057905194e+44
1.69e+00,    6.330169996443286e+44,    3.076649786245050e+35,   -5.145792414725524e+35,    3.076649786245050e+35,    6.330170147554826e+44,    5.331893864290506e+35,   -5.145792414725524e+35,    5.331893864290506e+35,    6.149544065277300e+44
1.70e+00,    6.325670044843938e+44,    3.858648952868519e+35,   -5.108709193846339e+35,    3.858648952868519e+35,    6.325670196826964e+44,    5.591311769999758e+35,   -5.108709193846339e+35,    5.591311769999758e+35,    6.144193387906307e+44
1.71e+00,    6.321250608094526e+44,    3.083285237206664e+35,   -4.703759597425056e+35,    3.083285237206664e+35,    6.321250759496962e+44,    5.298776982741458e+35,   -4.703759597425056e+35,    5.298776982741458e+35,    6.138875520871528e+44
1.72e+00,    6.316880861746686e+44,    3.199707200664938e+35,   -5.076104131407067e+35,    3.199707200664938e+35,    6.316881012615448e+44,    6.177181549993397e+35,   -5.076104131407067e+35,    6.177181549993397e+35,    6.133558020565334e+44
1.73e+00,    6.312571231388497e+44,    3.536209877729888e+35,   -4.567373434792226e+35,    3.536209877729888e+35,    6.312571381615362e+44,    5.614876574359146e+35,   -4.567373434792226e+35,    5.614876574359146e+35,    6.128258538741668e+44
1.74e+00,    6.308292178644058e+44,    3.483907848759492e+35,   -5.086662148563946e+35,    3.483907848759492e+35,    6.308292329141905e+44,    5.583230378354354e+35,   -5.086662148563946e+35,    5.583230378354354e+35,    6.122946003090742e+44
1.75e+00,    6.304044323978462e+44,    3.259781427667823e+35,   -4.753601853502538e+35,    3.259781427667823e+35,    6.304044473552116e+44,    5.547682219509208e+35,   -4.753601853502538e+35,    5.547682219509208e+35,    6.117626490564722e+44
1.76e+00,    6.299809198485093e+44,    3.374215713950488e+35,   -4.773500961904006e+35,    3.374215713950488e+35,    6.299809348914297e+44,    5.760401152606423e+35,   -4.773500961904006e+35,    5.760401152606423e+35,    6.112282351708470e+44
1.77e+00,    6.295587712352116e+44,    3.151128037936593e+35,   -4.915673229417400e+35,    3.151128037936593e+35,    6.295587862311811e+44,    5.668204418613984e+35,   -4.915673229417400e+35,    5.668204418613984e+35,    6.106920257316893e+44
1.78e+00,    6.291362264535162e+44,    3.297167970107846e+35,   -4.644059565505835e+35,    3.297167970107846e+35,    6.291362414637262e+44,    5.282219053575296e+35,   -4.644059565505835e+35,    5.282219053575296e+35,    6.101523417877813e+44
1.79e+00,    6.287134258559612e+44,    3.388158187457636e+35,   -4.652962014437590e+35,    3.388158187457636e+35,    6.287134407687804e+44,    5.875122199153159e+35,   -4.652962014437590e+35,    5.875122199153159e+35,    6.096099128223516e+44
1.80e+00,    6.282887043229425e+44,    3.062658516771308e+35,   -4.754498026110177e+35,    3.062658516771308e+35,    6.282887192659983e+44,    5.587978084026142e+35,   -4.754498026110177e+35,    5.587978084026142e+35,    6.090631335128475e+44
1.81e+00,    6.278622731670828e+44,    3.467321051266334e+35,   -5.006196813244549e+35,    3.467321051266334e+35,    6.278622880832255e+44,    5.961795979119848e+35,   -5.006196813244549e+35,    5.961795979119848e+35,    6.085127852092322e+44
1.82e+00,    6.274325656950930e+44,    3.321106640836936e+35,   -4.802691871893744e+35,    3.321106640836936e+35,    6.274325806539464e+44,    5.563720385230601e+35,   -4.802691871893744e+35,    5.563720385230601e+35,    6.079573271717080e+44
1.83e+00,    6.269989881604608e+44,    3.370477888337721e+35,   -4.732015977224452e+35,    3.370477888337721e+35,    6.269990031044407e+44,    5.773531908102857e+35,   -4.732015977224452e+35,    5.773531908102857e+35,    6.073964250433184e+44
1.84e+00,    6.265618948854894e+44,    3.227922024079503e+35,   -4.911723567969915e+35,    3.227922024079503e+35,    6.265619097859552e+44,    5.767778236687655e+35,   -4.911723567969915e+35,    5.767778236687655e+35,    6.068309326253871e+44
1.85e+00,    6.261199078623925e+44,    3.011390203685986e+35,   -4.663407022482034e+35,    3.011390203685986e+35,    6.261199227670610e+44,    5.552735021973918e+35,   -4.663407022482034e+35,    5.552735021973918e+35,    6.062593988626392e+44
1.86e+00,    6.256726209907631e+44,    3.540257208898226e+35,   -4.852972662435589e+35,    3.540257208898226e+35,    6.256726358716534e+44,    5.617504481218440e+35,   -4.852972662435589e+35,    5.617504481218440e+35,    6.056815628505128e+44
1.87e+00,    6.252197080736032e+44,    3.524468687671007e+35,   -4.914717556421591e+35,    3.524468687671007e+35,    6.252197229256185e+44,    5.395845096622409e+35,   -4.914717556421591e+35,    5.395845096622409e+35,    6.050971861433744e+44
1.88e+00,    6.247618359812399e+44,    3.822768712419500e+35,   -5.108422902699167e+35,    3.822768712419500e+35,    6.247618508030201e+44,    5.339325270416337e+35,   -5.108422902699167e+35,    5.339325270416337e+35,    6.045072272302375e+44
1.89e+00,    6.242979312142351e+44,    3.242482274657606e+35,   -5.010580976899876e+35,    3.242482274657606e+35,    6.242979460380995e+44,    5.770780825489722e+35,   -5.010580976899876e+35,    5.770780825489722e+35,    6.039103232869402e+44
1.90e+00,    6.238288150056946e+44,    3.485065761440804e+35,   -5.145473376977133e+35,    3.485065761440804e+35,    6.238288298878534e+44,    5.170419761483400e+35,   -5.145473376977133e+35,    5.170419761483400e+35,    6.033074843481154e+44
1.91e+00,    6.233526111947116e+44,    3.311519309782640e+35,   -5.141934281265093e+35,    3.311519309782640e+35,    6.233526259693179e+44,    5.478767430119206e+35,   -5.141934281265093e+35,    5.478767430119206e+35,    6.026962090754151e+44
1.92e+00,    6.228711561430760e+44,    3.285722929597129e+35,   -4.727366266697572e+35,    3.285722929597129e+35,    6.228711708681429e+44,    5.291812423713444e+35,   -4.727366266697572e+35,    5.291812423713444e+35,    6.020787381351493e+44
1.93e+00,    6.223836523879266e+44,    3.275439741029067e+35,   -4.944934355456554e+35,    3.275439741029067e+35,    6.223836671704072e+44,    5.643538400913612e+35,   -4.944934355456554e+35,    5.643538400913612e+35,    6.014539206159946e+44
1.94e+00,    6.218902781623582e+44,    3.866138856226078e+35,   -4.864666146534496e+35,    3.866138856226078e+35,    6.218902928910972e+44,    5.326044861204226e+35,   -4.864666146534496e+35,    5.326044861204226e+35,    6.008218616448465e+44
1.95e+00,    6.213910963183819e+44,    3.286973309464782e+35,   -5.175839829162972e+35,    3.286973309464782e+35,    6.213911111016252e+44,    5.460039911078834e+35,   -5.175839829162972e+35,    5.460039911078834e+35,    6.001825349521247e+44
1.96e+00,    6.208861723948293e+44,    3.498934522442961e+35,   -5.012964146887341e+35,    3.498934522442961e+35,    6.208861871146692e+44,    5.460722236015174e+35,   -5.012964146887341e+35,    5.460722236015174e+35,    5.995359316552492e+44
1.97e+00,    6.203755729004575e+44,    3.293568535944463e+35,   -5.163874817349966e+35,    3.293568535944463e+35,    6.203755875859586e+44,    5.594788177200969e+35,   -5.163874817349966e+35,    5.594788177200969e+35,    5.988820691525683e+44
1.98e+00,    6.198593648584811e+44,    3.041384845772955e+35,   -5.067643278398622e+35,    3.041384845772955e+35,    6.198593795351408e+44,    4.924057772196118e+35,   -5.067643278398622e+35,    4.924057772196118e+35,    5.982209791210543e+44
1.99e+00,    6.193366754158424e+44,    3.400626641642104e+35,   -4.922535387847235e+35,    3.400626641642104e+35,    6.193366901062203e+44,    4.965372509399124e+35,   -4.922535387847235e+35,    4.965372509399124e+35,    5.975515064896068e+44
2.00e+00,    6.188094408780575e+44,    3.572303416806708e+35,   -5.001578332842165e+35,    3.572303416806708e+35,    6.188094555426474e+44,    5.604266659908119e+35,   -5.001578332842165e+35,    5.604266659908119e+35,    5.968761015606011e+44
2.01e+00,    6.182758456634750e+44,    3.309922427901617e+35,   -5.194767396709482e+35,    3.309922427901617e+35,    6.182758603775739e+44,    5.603155999047688e+35,   -5.194767396709482e+35,    5.603155999047688e+35,    5.961924165945989e+44
2.02e+00,    6.177368801701036e+44,    3.293684084083497e+35,   -4.924370479752147e+35,    3.293684084083497e+35,    6.177368948092353e+44,    5.430376567490271e+35,   -4.924370479752147e+35,    5.430376567490271e+35,    5.955017022075243e+44
2.03e+00,    6.171925876529780e+44,    3.496984832979552e+35,   -5.292665481669551e+35,    3.496984832979552e+35,    6.171926023616697e+44,    5.545228832967956e+35,   -5.292665481669551e+35,    5.545228832967956e+35,    5.948039956549786e+44
2.04e+00,    6.166429892196423e+44,    2.980833104507363e+35,   -4.704012149742381e+35,    2.980833104507363e+35,    6.166430038729030e+44,    5.569343196748462e+35,   -4.704012149742381e+35,    5.569343196748462e+35,    5.940993020912882e+44
2.05e+00,    6.160880816486789e+44,    3.494869684642560e+35,   -4.803076365734962e+35,    3.494869684642560e+35,    6.160880963154564e+44,    5.228682162793314e+35,   -4.803076365734962e+35,    5.228682162793314e+35,    5.933875823899167e+44
2.06e+00,    6.155268707819215e+44,    3.653455301306237e+35,   -5.097523363761841e+35,    3.653455301306237e+35,    6.155268853541466e+44,    5.570422053455710e+35,   -5.097523363761841e+35,    5.570422053455710e+35,    5.926675237631118e+44
2.07e+00,    6.149602126915118e+44,    2.853421165525106e+35,   -5.537474864028867e+35,    2.853421165525106e+35,    6.149602273435575e+44,    5.293381453746867e+35,   -5.537474864028867e+35,    5.293381453746867e+35,    5.919401706691832e+44
2.08e+00,    6.143879723984678e+44,    3.301962675591999e+35,   -4.868085214576927e+35,    3.301962675591999e+35,    6.143879869079209e+44,    5.534125205487365e+35,   -4.868085214576927e+35,    5.534125205487365e+35,    5.912052853902659e+44
2.09e+00,    6.138090088429150e+44,    3.196997551688586e+35,   -5.125670394247937e+35,    3.196997551688586e+35,    6.138090234343993e+44,    4.999952817298769e+35,   -5.125670394247937e+35,    4.999952817298769e+35,    5.904613301599508e+44
2.10e+00,    6.132249832834875e+44,    3.216633587076825e+35,   -4.905684713519693e+35,    3.216633587076825e+35,    6.132249978604273e+44,    5.126959135585527e+35,   -4.905684713519693e+35,    5.126959135585527e+35,    5.897103628772107e+44
2.11e+00,    6.126337126248969e+44,    3.613970528153636e+35,   -4.837907913949112e+35,    3.613970528153636e+35,    6.126337271342396e+44,    5.360165142147625e+35,   -4.837907913949112e+35,    5.360165142147625e+35,    5.889494973201118e+44
2.12e+00,    6.120348633078929e+44,    3.345270964033138e+35,   -5.133635209918830e+35,    3.345270964033138e+35,    6.120348778330192e+44,    5.019013666684349e+35,   -5.133635209918830e+35,    5.019013666684349e+35,    5.881782261680810e+44
2.13e+00,    6.114299935145820e+44,    3.127839692757708e+35,   -4.838309296448507e+35,    3.127839692757708e+35,    6.114300080732851e+44,    5.199586174015817e+35,   -4.838309296448507e+35,    5.199586174015817e+35,    5.873984867879279e+44
2.14e+00,    6.108158335009456e+44,    3.403998767156219e+35,   -4.956627636719217e+35,    3.403998767156219e+35,    6.108158479854119e+44,    5.071124782179041e+35,   -4.956627636719217e+35,    5.071124782179041e+35,    5.866060021927846e+44
2.15e+00,    6.101938898262640e+44,    3.290938816465464e+35,   -4.840763469696024e+35,    3.290938816465464e+35,    6.101939043597591e+44,    5.073331922888846e+35,   -4.840763469696024e+35,    5.073331922888846e+35,    5.858026741638491e+44
2.16e+00,    6.095637465630582e+44,    3.318450938912383e+35,   -5.061912051314416e+35,    3.318450938912383e+35,    6.095637609809135e+44,    5.059392836332345e+35,   -5.061912051314416e+35,    5.059392836332345e+35,    5.849879434083845e+44
2.17e+00,    6.089240048285843e+44,    2.873858962345434e+35,   -4.884617328794732e+35,    2.873858962345434e+35,    6.089240192416156e+44,    4.973506416768849e+35,   -4.884617328794732e+35,    4.973506416768849e+35,    5.841600018688280e+44
2.18e+00,    6.082742320529758e+44,    3.172187805678822e+35,   -4.655614747484247e+35,    3.172187805678822e+35,    6.082742464079396e+44,    5.129742980470030e+35,   -4.655614747484247e+35,    5.129742980470030e+35,    5.833183140773900e+44
2.19e+00,    6.076140107695581e+44,    3.234960444480374e+35,   -5.095584667193779e+35,    3.234960444480374e+35,    6.076140252198658e+44,    4.954431632790768e+35,   -5.095584667193779e+35,    4.954431632790768e+35,    5.824623940612649e+44
2.20e+00,    6.069429432017809e+44,    3.257085297389021e+35,   -4.456638818288939e+35,    3.257085297389021e+35,    6.069429575530627e+44,    5.255342299146577e+35,   -4.456638818288939e+35,    5.255342299146577e+35,    5.815918123273893e+44
2.21e+00,    6.062596473835269e+44,    3.115151061311880e+35,   -4.641606798295572e+35,    3.115151061311880e+35,    6.062596617690225e+44,    4.500331890242228e+35,   -4.641606798295572e+35,    4.500331890242228e+35,    5.807048942508137e+44
2.22e+00,    6.055658017395381e+44,    2.984289252310309e+35,   -4.800358968949549e+35,    2.984289252310309e+35,    6.055658160196646e+44,    5.325942626108007e+35,   -4.800358968949549e+35,    5.325942626108007e+35,    5.798039650011320e+44
2.23e+00,    6.048590706023971e+44,    2.767507679422534e+35,   -4.776112958296782e+35,    2.767507679422534e+35,    6.048590849586077e+44,    4.681056808495350e+35,   -4.776112958296782e+35,    4.681056808495350e+35,    5.788861641428410e+44
2.24e+00,    6.041391584019290e+44,    3.042283758891753e+35,   -4.620491396321073e+35,    3.042283758891753e+35,    6.041391726705496e+44,    4.718723901729911e+35,   -4.620491396321073e+35,    4.718723901729911e+35,    5.779513002469104e+44
2.25e+00,    6.034058009184786e+44,    2.766724585923686e+35,   -4.514872314463799e+35,    2.766724585923686e+35,    6.034058151542663e+44,    4.916636104275878e+35,   -4.514872314463799e+35,    4.916636104275878e+35,    5.769992473112067e+44
2.26e+00,    6.026598221956530e+44,    2.769886959973729e+35,   -4.594506067413564e+35,    2.769886959973729e+35,    6.026598364475108e+44,    5.018574078162857e+35,   -4.594506067413564e+35,    5.018574078162857e+35,    5.760313138831596e+44
2.27e+00,    6.018989307888632e+44,    2.804839404162838e+35,   -4.564523739142036e+35,    2.804839404162838e+35,    6.018989449584511e+44,    4.840275206626204e+35,   -4.564523739142036e+35,    4.840275206626204e+35,    5.750447773198129e+44
2.28e+00,    6.011250861480693e+44,    3.445600775120887e+35,   -4.900699228938125e+35,    3.445600775120887e+35,    6.011251003888587e+44,    5.282902055741636e+35,   -4.900699228938125e+35,    5.282902055741636e+35,    5.740424447620095e+44
2.29e+00,    6.003360267198799e+44,    3.018326977723888e+35,   -4.828761906072045e+35,    3.018326977723888e+35,    6.003360408912593e+44,    4.967283005228689e+35,   -4.828761906072045e+35,    4.967283005228689e+35,    5.730216610649005e+44
2.30e+00,    5.995316372696527e+44,    2.867543166886593e+35,   -4.723813354216608e+35,    2.867543166886593e+35,    5.995316514673868e+44,    4.764417816154244e+35,   -4.723813354216608e+35,    4.764417816154244e+35,    5.719825655777939e+44
2.31e+00,    5.987129202153206e+44,    2.803842278421852e+35,   -4.622594900570483e+35,    2.803842278421852e+35,    5.987129342645119e+44,    4.939249224313323e+35,   -4.622594900570483e+35,    4.939249224313323e+35,    5.709267434284656e+44
2.32e+00,    5.978798296543741e+44,    3.017693446786991e+35,   -4.835474611308862e+35,    3.017693446786991e+35,    5.978798437417174e+44,    5.196052497882166e+35,   -4.835474611308862e+35,    5.196052497882166e+35,    5.698544172284763e+44
2.33e+00,    5.970312096577978e+44,    3.169043381714641e+35,   -4.678464112157450e+35,    3.169043381714641e+35,    5.970312237327419e+44,    5.197542159817593e+35,   -4.678464112157450e+35,    5.197542159817593e+35,    5.687643887305484e+44
2.34e+00,    5.961670205604982e+44,    2.927829482650592e+35,   -4.908982741177183e+35,    2.927829482650592e+35,    5.961670346075766e+44,    5.423719625300912e+35,   -4.908982741177183e+35,    5.423719625300912e+35,    5.676568937741268e+44
2.35e+00,    5.952872427965156e+44,    2.866377604737169e+35,   -4.849042679118123e+35,    2.866377604737169e+35,    5.952872567738471e+44,    5.245953487745982e+35,   -4.849042679118123e+35,    5.245953487745982e+35,    5.665321955695318e+44
